,2013_01_01_NDVI,2013_01_17_NDVI,2013_02_02_NDVI,2013_02_18_NDVI,2013_03_06_NDVI,2013_03_22_NDVI,2013_04_07_NDVI,2013_04_23_NDVI,2013_05_09_NDVI,2013_05_25_NDVI,2013_06_10_NDVI,2013_06_26_NDVI,2013_07_12_NDVI,2013_07_28_NDVI,2013_08_13_NDVI,2013_08_29_NDVI,2013_09_14_NDVI,2013_09_30_NDVI,2013_10_16_NDVI,2013_11_01_NDVI,2013_11_17_NDVI,2013_12_03_NDVI,2013_12_19_NDVI,2014_01_01_NDVI,2014_01_17_NDVI,2014_02_02_NDVI,2014_02_18_NDVI,2014_03_06_NDVI,2014_03_22_NDVI,2014_04_07_NDVI,2014_04_23_NDVI,2014_05_09_NDVI,2014_05_25_NDVI,2014_06_10_NDVI,2014_06_26_NDVI,2014_07_12_NDVI,2014_07_28_NDVI,2014_08_13_NDVI,2014_08_29_NDVI,2014_09_14_NDVI,2014_09_30_NDVI,2014_10_16_NDVI,2014_11_01_NDVI,2014_11_17_NDVI,2014_12_03_NDVI,2014_12_19_NDVI,2015_01_01_NDVI,2015_01_17_NDVI,2015_02_02_NDVI,2015_02_18_NDVI,2015_03_06_NDVI,2015_03_22_NDVI,2015_04_07_NDVI,2015_04_23_NDVI,2015_05_09_NDVI,2015_05_25_NDVI,2015_06_10_NDVI,2015_06_26_NDVI,2015_07_12_NDVI,2015_07_28_NDVI,2015_08_13_NDVI,2015_08_29_NDVI,2015_09_14_NDVI,2015_09_30_NDVI,2015_10_16_NDVI,2015_11_01_NDVI,2015_11_17_NDVI,2015_12_03_NDVI,2015_12_19_NDVI,2016_01_01_NDVI,2016_01_17_NDVI,2016_02_02_NDVI,2016_02_18_NDVI,2016_03_05_NDVI,2016_03_21_NDVI,2016_04_06_NDVI,2016_04_22_NDVI,2016_05_08_NDVI,2016_05_24_NDVI,2016_06_09_NDVI,2016_06_25_NDVI,2016_07_11_NDVI,2016_07_27_NDVI,2016_08_12_NDVI,2016_08_28_NDVI,2016_09_13_NDVI,2016_09_29_NDVI,2016_10_15_NDVI,2016_10_31_NDVI,2016_11_16_NDVI,2016_12_02_NDVI,2016_12_18_NDVI,2017_01_01_NDVI,2017_01_17_NDVI,2017_02_02_NDVI,2017_02_18_NDVI,2017_03_06_NDVI,2017_03_22_NDVI,2017_04_07_NDVI,2017_04_23_NDVI,2017_05_09_NDVI,2017_05_25_NDVI,2017_06_10_NDVI,2017_06_26_NDVI,2017_07_12_NDVI,2017_07_28_NDVI,2017_08_13_NDVI,2017_08_29_NDVI,2017_09_14_NDVI,2017_09_30_NDVI,2017_10_16_NDVI,2017_11_01_NDVI,2017_11_17_NDVI,2017_12_03_NDVI,2017_12_19_NDVI,2018_01_01_NDVI,2018_01_17_NDVI,2018_02_02_NDVI,2018_02_18_NDVI,2018_03_06_NDVI,2018_03_22_NDVI,2018_04_07_NDVI,2018_04_23_NDVI,2018_05_09_NDVI,2018_05_25_NDVI,2018_06_10_NDVI,2018_06_26_NDVI,2018_07_12_NDVI,2018_07_28_NDVI,2018_08_13_NDVI,2018_08_29_NDVI,2018_09_14_NDVI,2018_09_30_NDVI,2018_10_16_NDVI,2018_11_01_NDVI,2018_11_17_NDVI,2018_12_03_NDVI,2018_12_19_NDVI,2019_01_01_NDVI,2019_01_17_NDVI,2019_02_02_NDVI,2019_02_18_NDVI,2019_03_06_NDVI,2019_03_22_NDVI,2019_04_07_NDVI,2019_04_23_NDVI,2019_05_09_NDVI,2019_05_25_NDVI,2019_06_10_NDVI,2019_06_26_NDVI,2019_07_12_NDVI,2019_07_28_NDVI,2019_08_13_NDVI,2019_08_29_NDVI,2019_09_14_NDVI,2019_09_30_NDVI,2019_10_16_NDVI,2019_11_01_NDVI,2019_11_17_NDVI,2019_12_03_NDVI,2019_12_19_NDVI,2020_01_01_NDVI,2020_01_17_NDVI,2020_02_02_NDVI,2020_02_18_NDVI,2020_03_05_NDVI,2020_03_21_NDVI,2020_04_06_NDVI,2020_04_22_NDVI,2020_05_08_NDVI,2020_05_24_NDVI,2020_06_09_NDVI,2020_06_25_NDVI,2020_07_11_NDVI,2020_07_27_NDVI,2020_08_12_NDVI,2020_08_28_NDVI,2020_09_13_NDVI,2020_09_29_NDVI,2020_10_15_NDVI,2020_10_31_NDVI,2020_11_16_NDVI,2020_12_02_NDVI,2020_12_18_NDVI,2021_01_01_NDVI,2021_01_17_NDVI,2021_02_02_NDVI,2021_02_18_NDVI,2021_03_06_NDVI,2021_03_22_NDVI,2021_04_07_NDVI,2021_04_23_NDVI,2021_05_09_NDVI,2021_05_25_NDVI,2021_06_10_NDVI,2021_06_26_NDVI,system:index
79,0.62625,0.66625,0.681875,0.660625,0.59575,0.58425,0.613375,0.688375,0.801875,0.612125,0.691375,0.660875,0.904125,0.8105,0.349625,0.100875,0.802,0.806125,0.765,0.56675,0.5915,0.62825,0.642125,0.703,0.73025,0.65625,0.703625,0.603875,0.620125,0.67475,0.726875,0.725125,0.91625,0.819125,0.84,0.40225,0.788375,0.834875,0.878625,0.878375,0.907125,0.77975,0.573375,0.574375,0.565625,0.709875,0.74,0.760875,0.707875,0.630375,0.674875,0.537375,0.650625,0.772875,0.83125,0.85375,0.910375,0.19175,0.2935,0.83225,0.262625,0.82225,0.863625,0.846,0.73125,0.717375,0.648,0.55675,0.62975,0.6205,0.695125,0.637,0.61525,0.572,0.6315,0.588125,0.57975,0.597625,0.782125,0.276875,0.9015,0.748,0.158625,0.7405,0.989125,0.658375,0.866625,0.903375,0.6895,0.607625,0.67075,0.57825,0.776875,0.7115,0.678625,0.57675,0.711875,0.6615,0.627625,0.804625,0.87525,0.91725,0.277375,0.2725,0.5035,1.085125,0.410125,0.9055,0.677625,0.421,0.931625,0.693875,0.624375,0.655,0.711625,0.69175,0.607375,0.740875,0.685,0.625125,0.6875,0.76325,0.7395,0.36825,0.926125,0.94575,0.850375,0.5125,0.39425,0.1585,0.886125,0.886875,0.941875,0.782,0.7295,0.68225,0.661625,0.709875,0.72625,0.746875,0.714125,0.659,0.694,0.659,0.75825,0.81725,0.887125,0.921375,0.810125,0.9,0.5355,0.86275,0.9065,0.75475,0.845875,0.952875,0.837375,0.77925,0.77175,0.661625,0.68275,0.784625,0.750625,0.807875,0.716,0.706125,0.734625,0.68975,0.92425,0.9235,0.951125,0.550625,1.13275,0.464375,0.3125,0.819875,0.1315,0.943375,0.614625,0.74825,0.74625,0.60875,0.69525,0.709875,0.712875,0.67075,0.698625,0.61525,0.672,0.689875,0.6735,0.705,0.654875,0.941,0.735125,0.68825,0.009875
80,0.61725,0.700875,0.719875,0.689375,0.437,0.437125,0.584875,0.648875,0.801875,0.464625,0.6905,0.6385,0.844125,0.792625,0.14425,0.121625,0.94,0.88725,0.765,0.56675,0.538,0.4645,0.588875,0.663,0.728625,0.704,0.635625,0.444125,0.46675,0.55225,0.726875,0.80275,0.82925,0.813375,0.87875,0.440875,0.192375,0.84125,0.870625,0.912125,0.934875,0.784375,0.536625,0.512375,0.51225,0.637625,0.664625,0.818,0.76975,0.592375,0.485625,0.4205,0.542625,0.754125,0.82425,0.909875,0.869625,0.1805,0.2935,0.683875,0.282,0.8695,0.8875,0.90025,0.756375,0.526375,0.547375,0.529875,0.6135,0.67925,0.800125,0.690125,0.545625,0.531375,0.48825,0.427125,0.48525,0.65925,0.781875,0.785375,0.986625,0.729625,0.39675,0.754375,0.97675,0.709875,0.897625,0.956875,0.507125,0.458625,0.645375,0.533125,0.772375,0.780375,0.75275,0.59125,0.607125,0.383125,0.508625,0.724875,0.850375,0.986875,0.212875,0.19575,0.589125,1.085125,0.382625,0.902625,0.698125,0.9425,0.901,0.727625,0.469375,0.655,0.716375,0.716375,0.70275,0.778375,0.645125,0.57175,0.618625,0.52975,0.670625,0.449125,0.93025,0.94575,0.850375,0.6645,0.393375,0.146625,0.846875,0.90375,0.948375,0.82125,0.730125,0.515875,0.424375,0.66875,0.66875,0.75025,0.754875,0.672,0.694,0.531375,0.67925,0.770125,0.879125,1.01175,0.88375,0.983875,0.798,0.85575,0.759875,0.685,0.845875,0.958625,0.9065,0.7975,0.747,0.5305,0.641625,0.76225,0.754125,0.843375,0.768375,0.732,0.534125,0.640625,0.85025,0.9205,1.001125,0.65425,1.02,0.4675,0.31,0.72775,0.609,0.97025,0.602875,0.83325,0.66175,0.579125,0.588375,0.7055,0.651375,0.700875,0.753375,0.61525,0.663875,0.66625,0.345375,0.592375,0.6325,1.026,0.66975,0.8425,0.01
81,0.437375,0.754875,0.781375,0.796625,0.767625,0.71975,0.67,0.641375,0.766125,0.91025,0.992875,0.300625,0.53825,0.37,0.508,0.333875,1.001125,1.086875,1.01925,0.7545,0.5375,0.493,0.64775,0.639625,0.767625,0.806,0.87375,0.663875,0.68,0.59875,0.6175,0.6925,0.917625,0.921125,0.6265,0.84225,0.626875,0.621875,1.0415,1.043875,1.068625,0.9485,0.82075,0.582125,0.542125,0.47775,0.669625,0.859125,0.839875,0.806,0.783625,0.64175,0.64975,0.636,0.730375,0.958875,0.3095,0.892375,0.9735,0.466625,0.2325,0.815,0.974,1.054125,0.967125,0.73675,0.555375,0.52325,0.593125,0.677875,0.75975,0.8535,0.82475,0.632125,0.6055,0.68275,0.485,0.71275,0.833625,0.879625,0.9185,0.511875,0.41225,0.749375,0.87025,0.42925,1.036875,0.970375,0.743,0.533375,0.683125,0.527875,0.69025,0.813375,0.81775,0.79325,0.7125,0.647,0.657125,0.6505,0.83575,0.95175,0.989375,0.46675,0.463,0.908,0.36825,0.8135,0.534,1.084,1.036875,0.864875,0.741375,0.4785,0.6355,0.63375,0.71375,0.8335,0.82325,0.971875,0.832125,0.817,0.6635,0.58175,0.273875,0.50425,0.74375,0.77925,0.55325,0.304,0.499,1.081875,1.027125,1.03925,0.83875,0.590625,0.51275,0.79575,0.618,0.830875,0.8745,0.897875,0.941875,0.837125,0.844125,0.840375,0.542625,0.821625,0.790375,0.823125,0.785375,0.63075,0.591875,0.49875,1.101375,1.068125,1.038375,0.933375,0.5295,0.571,0.691125,0.81875,0.898625,0.911,0.8625,0.941625,0.811,0.66925,0.769375,0.837375,0.887,0.734375,1.06375,0.333875,0.24975,0.2645,0.935625,1.06625,1.07125,0.983375,0.920625,0.495625,0.588125,0.6575,0.632375,0.759,0.836875,0.876125,0.85475,0.763875,0.6745,0.710625,0.677,0.963125,0.329625,1.011375,0.010125
82,0.594125,0.804125,0.892125,0.902875,0.736375,0.645875,0.527125,0.6165,0.779,1.009375,1.015625,0.24975,0.552375,0.227625,0.3625,0.9645,1.102625,1.010125,1.0105,0.688625,0.552,0.571375,0.699125,0.774,0.95,0.975875,0.952375,0.67475,0.6565,0.583875,0.62025,0.7415,0.951875,0.863125,0.6225,0.6805,0.211625,0.531875,1.0705,1.0305,1.058625,0.98625,0.898875,0.548875,0.61775,0.73475,0.710875,0.922375,0.938,0.868875,0.8715,0.656875,0.669625,0.660125,0.706125,0.93325,0.951,0.76225,1.012875,0.947375,0.423625,0.85,0.98,1.021875,0.9885,0.87075,0.682625,0.67025,0.672625,0.733875,0.9165,0.939875,0.891125,0.666,0.679125,0.658125,0.543,0.745375,0.861875,0.20425,0.899625,0.50025,0.25675,0.34075,0.7875,0.862625,1.0055,1.04125,0.714375,0.65675,0.657125,0.629125,0.862125,0.91025,0.9055,0.8155,0.703375,0.65575,0.576625,0.680125,0.894125,0.866625,0.984375,0.616375,0.392375,0.4215,0.626625,0.969625,0.988,0.9855,1.041125,0.840125,0.623,0.689,0.71775,0.84425,0.83875,0.904875,0.8465,0.898,0.74,0.718125,0.68525,0.6855,0.823625,0.684625,0.377,0.842125,0.61325,0.685875,0.592,0.961375,1.007875,0.99725,0.802125,0.65475,0.624,0.83325,0.880375,0.94875,0.906125,0.879125,0.828625,0.6805,0.7715,0.71975,0.602125,0.857,0.84575,0.830125,0.753,0.546,0.747,0.996875,1.035875,1.036,1.02125,0.873625,0.725375,0.679,0.801375,0.926375,0.99275,1.01675,0.8615,0.869625,0.71875,0.60275,0.755375,0.88625,0.95825,0.991,0.653,0.687625,0.64825,0.25125,0.9605,1.02125,0.501,0.966875,0.840375,0.7385,0.68275,0.73125,0.81225,0.911,0.91725,0.78125,0.821625,0.68475,0.576,0.644875,0.8375,1.000625,0.278,1.046625,0.01025
83,0.597,0.628,0.640125,0.584875,0.626125,0.644,0.70825,0.7325,0.8215,0.814375,0.801375,0.63075,0.835625,0.177625,0.726875,1.00575,0.96525,1.00775,0.918,0.661625,0.692,0.594875,0.655625,0.626125,0.756625,0.631,0.751875,0.616375,0.6265,0.698375,0.717875,0.793375,0.8335,0.77125,0.77125,0.627875,0.7525,0.559875,0.756,0.971,0.96725,0.83625,0.770625,0.54,0.649,0.72525,0.760125,0.772375,0.5545,0.6995,0.68025,0.625,0.681875,0.80675,0.76925,0.8235,0.34125,0.661375,0.357375,0.320125,0.3745,0.871125,0.9385,1.003875,0.83325,0.820625,0.740625,0.51775,0.668875,0.660125,0.75275,0.691125,0.665625,0.6405,0.616375,0.688375,0.672875,0.7655,0.782625,0.677875,0.72025,0.372375,0.570625,0.927625,0.1165,0.831625,0.987375,0.998375,0.80875,0.768625,0.681375,0.5675,0.712375,0.735875,0.7735,0.68925,0.766375,0.663875,0.64575,0.7785,0.821625,0.9755,0.483875,0.437875,0.52025,0.146875,0.124625,1.131375,0.843625,0.951375,0.99825,0.74675,0.71725,0.67325,0.68425,0.620375,0.59625,0.67425,0.721125,0.7015,0.78475,0.75675,0.71325,0.68775,0.64975,0.656125,0.880875,0.409875,0.29975,0.6815,0.77975,1.0375,0.95475,0.91325,0.87525,0.724625,0.509875,0.7385,0.7385,0.632125,0.775125,0.560875,0.69925,0.710375,0.822125,0.776625,0.892,0.841875,0.779625,1.0145,0.487875,0.309875,0.79575,0.909125,1.035,1.035625,0.9855,0.8765,0.683125,0.68875,0.6625,0.696625,0.764,0.7695,0.80475,0.64625,0.751125,0.73275,0.77375,0.8705,0.6225,0.590375,0.549,0.37525,0.589125,0.8915,0.798,1.027375,0.848,0.90325,0.7715,0.643625,0.638125,0.633125,0.62675,0.59125,0.648875,0.609125,0.6605,0.668625,0.649625,0.65,0.71775,0.936,0.807375,0.974,0.010375
84,0.602375,0.70175,0.68225,0.726625,0.539375,0.644,0.443125,0.541625,0.850875,0.814375,0.87425,0.661,0.839,0.6585,0.642875,0.93775,0.94625,0.91575,0.918,0.820625,0.6115,0.646125,0.585875,0.656625,0.669375,0.75975,0.7645,0.50925,0.5155,0.63475,0.66775,0.56675,0.8335,0.7965,0.766875,0.697875,0.7525,0.436,0.821375,0.9665,0.997875,0.8905,0.770625,0.613375,0.649,0.72525,0.760125,0.772375,0.783125,0.6995,0.570625,0.625,0.46275,0.71325,0.84825,0.8235,0.388375,0.661375,0.357375,0.494625,0.41925,0.909,0.9385,1.019375,0.887125,0.820625,0.6155,0.608375,0.63275,0.621375,0.799625,0.737,0.70675,0.59375,0.468875,0.538125,0.597375,0.76575,0.798375,0.862375,0.72025,0.765875,0.34575,0.927625,0.33325,0.831625,0.987375,1.00675,0.80875,0.768625,0.686125,0.6,0.72975,0.699875,0.7735,0.662375,0.69925,0.592375,0.439,0.785875,0.790625,0.96075,0.6545,0.892375,0.672375,0.238875,0.60475,1.100625,0.855,1.032125,1.0185,0.835625,0.707875,0.633625,0.643625,0.643625,0.7315,0.791125,0.757875,0.705875,0.709625,0.680375,0.71325,0.5855,0.679,0.648375,1.026375,0.758875,0.43525,0.6865,1.01,1.012875,0.999875,0.922,0.87525,0.724625,0.705875,0.77575,0.786625,0.772125,0.775125,0.7595,0.687375,0.650375,0.7345,0.850375,0.892,0.854125,0.80675,0.805,0.265,0.19325,0.7445,0.779875,1.026875,1.035625,0.9855,0.804625,0.756875,0.67525,0.6675,0.758,0.794125,0.80175,0.768,0.727375,0.699,0.73275,0.77375,0.86325,0.648875,0.512,0.633625,0.6675,0.460375,0.84375,0.766875,1.0115,0.647875,0.90325,0.767375,0.643625,0.659875,0.73,0.7095,0.769875,0.74025,0.609125,0.615625,0.668625,0.669875,0.673125,0.86475,0.936,0.614875,0.85875,0.0105
85,0.437375,0.754875,0.781375,0.796625,0.767625,0.71975,0.67,0.641375,0.766125,0.91025,0.992875,0.300625,0.53825,0.37,0.508,0.333875,1.001125,1.086875,1.01925,0.7545,0.5375,0.493,0.64775,0.639625,0.767625,0.806,0.87375,0.663875,0.68,0.59875,0.6175,0.6925,0.917625,0.921125,0.6265,0.84225,0.626875,0.621875,1.0415,1.043875,1.068625,0.9485,0.82075,0.582125,0.542125,0.47775,0.669625,0.859125,0.839875,0.806,0.783625,0.64175,0.64975,0.636,0.730375,0.958875,0.3095,0.892375,0.9735,0.466625,0.2325,0.815,0.974,1.054125,0.967125,0.73675,0.555375,0.52325,0.593125,0.677875,0.75975,0.8535,0.82475,0.632125,0.6055,0.68275,0.485,0.71275,0.833625,0.879625,0.9185,0.511875,0.41225,0.749375,0.87025,0.42925,1.036875,0.970375,0.743,0.533375,0.683125,0.527875,0.69025,0.813375,0.81775,0.79325,0.7125,0.647,0.657125,0.6505,0.83575,0.95175,0.989375,0.46675,0.463,0.908,0.36825,0.8135,0.534,1.084,1.036875,0.864875,0.741375,0.4785,0.6355,0.63375,0.71375,0.8335,0.82325,0.971875,0.832125,0.817,0.6635,0.58175,0.273875,0.50425,0.74375,0.77925,0.55325,0.304,0.499,1.081875,1.027125,1.03925,0.83875,0.590625,0.51275,0.79575,0.618,0.830875,0.8745,0.897875,0.941875,0.837125,0.844125,0.840375,0.542625,0.821625,0.790375,0.823125,0.785375,0.63075,0.591875,0.49875,1.101375,1.068125,1.038375,0.933375,0.5295,0.571,0.691125,0.81875,0.898625,0.911,0.8625,0.941625,0.811,0.66925,0.769375,0.837375,0.887,0.734375,1.06375,0.333875,0.24975,0.2645,0.935625,1.06625,1.07125,0.983375,0.920625,0.495625,0.588125,0.6575,0.632375,0.759,0.836875,0.876125,0.85475,0.763875,0.6745,0.710625,0.677,0.963125,0.329625,1.011375,0.010625
86,0.594125,0.804125,0.892125,0.902875,0.736375,0.645875,0.527125,0.6165,0.779,1.009375,1.015625,0.24975,0.552375,0.227625,0.3625,0.9645,1.102625,1.010125,1.0105,0.688625,0.552,0.571375,0.699125,0.774,0.95,0.975875,0.952375,0.67475,0.6565,0.583875,0.62025,0.7415,0.951875,0.863125,0.6225,0.6805,0.211625,0.531875,1.0705,1.0305,1.058625,0.98625,0.898875,0.548875,0.61775,0.73475,0.710875,0.922375,0.938,0.868875,0.8715,0.656875,0.669625,0.660125,0.706125,0.93325,0.951,0.76225,1.012875,0.947375,0.423625,0.85,0.98,1.021875,0.9885,0.87075,0.682625,0.67025,0.672625,0.733875,0.9165,0.939875,0.891125,0.666,0.679125,0.658125,0.543,0.745375,0.861875,0.20425,0.899625,0.50025,0.25675,0.34075,0.7875,0.862625,1.0055,1.04125,0.714375,0.65675,0.657125,0.629125,0.862125,0.91025,0.9055,0.8155,0.703375,0.65575,0.576625,0.680125,0.894125,0.866625,0.984375,0.616375,0.392375,0.4215,0.626625,0.969625,0.988,0.9855,1.041125,0.840125,0.623,0.689,0.71775,0.84425,0.83875,0.904875,0.8465,0.898,0.74,0.718125,0.68525,0.6855,0.823625,0.684625,0.377,0.842125,0.61325,0.685875,0.592,0.961375,1.007875,0.99725,0.802125,0.65475,0.624,0.83325,0.880375,0.94875,0.906125,0.879125,0.828625,0.6805,0.7715,0.71975,0.602125,0.857,0.84575,0.830125,0.753,0.546,0.747,0.996875,1.035875,1.036,1.02125,0.873625,0.725375,0.679,0.801375,0.926375,0.99275,1.01675,0.8615,0.869625,0.71875,0.60275,0.755375,0.88625,0.95825,0.991,0.653,0.687625,0.64825,0.25125,0.9605,1.02125,0.501,0.966875,0.840375,0.7385,0.68275,0.73125,0.81225,0.911,0.91725,0.78125,0.821625,0.68475,0.576,0.644875,0.8375,1.000625,0.278,1.046625,0.01075
87,0.3985,0.51325,0.74075,0.814375,0.930375,0.88025,0.8155,0.680125,0.521375,0.734875,0.858375,0.64425,0.2985,0.37225,0.751375,0.07125,1.048625,1.04525,0.9955,0.610375,0.405,0.41475,0.52325,0.612625,0.658625,0.307125,0.709,0.862625,0.959625,0.749125,0.7005,0.41475,0.85425,0.819625,0.4615,0.73775,0.559125,0.333125,1.032375,1.059875,1.08025,0.97575,0.86825,0.424,0.599875,0.5725,0.547875,0.708375,0.621625,0.8725,0.944875,0.919875,0.834625,0.5755,0.607875,0.705125,0.813625,0.192,0.952625,0.502375,0.5255,0.761375,1.031875,1.0585,1.006875,0.78325,0.610625,0.522875,0.606625,0.626375,0.74025,0.677,0.91325,0.81525,0.847625,0.66625,0.542125,0.473,0.61475,0.952875,0.778125,0.337,0.365625,0.2485,0.47475,1.135,1.0785,1.016875,0.595125,0.474625,0.515,0.4555,0.6175,0.698375,0.5835,0.846125,0.89775,0.894875,0.8335,0.610375,0.5815,0.8365,0.894375,0.49225,0.816875,0.653875,0.333625,1.064625,1.132125,1.126,0.99225,0.679125,0.497875,0.567,0.614125,0.614125,0.6465,0.922,0.790625,0.93325,0.932,0.85575,0.730375,0.5745,0.640875,0.88175,0.970375,0.391875,0.253375,0.738,0.117375,1.07475,1.073125,0.918375,0.6865,0.412,0.441375,0.51875,0.51875,0.646875,0.745,0.817,0.905125,0.9295,0.927,0.739625,0.663875,0.715125,0.692375,0.502125,0.7865,0.22975,0.30825,0.436875,1.106,1.090875,1.04625,0.642,0.472,0.4185,0.538875,0.660625,0.719625,0.8255,0.6175,0.914875,0.988,0.74675,0.750625,0.785375,0.90775,0.564125,0.613875,0.4635,0.366625,0.67625,0.9995,1.123375,1.125625,0.840375,0.6145,0.47475,0.598,0.604625,0.627875,0.6695,0.736125,0.8985,0.928125,0.91525,0.73125,0.66325,0.561125,0.89675,1.047125,0.577125,0.010875
88,0.487625,0.723,0.80825,0.906375,0.80975,0.741,0.4995,0.50025,0.655625,0.92425,0.982625,0.343125,0.57,0.627375,0.717375,0.20775,0.355125,1.024,0.967375,0.597125,0.439,0.513875,0.5735,0.605,0.876125,0.894,0.93025,0.74875,0.701875,0.438875,0.402625,0.61575,0.919625,0.861375,0.709625,0.927375,0.695,0.362875,0.97975,0.98125,0.977125,0.961625,0.84275,0.431375,0.4675,0.46925,0.638375,0.798625,0.849625,0.95425,0.921375,0.722,0.612875,0.50075,0.6255,0.957375,0.56225,0.59775,0.973375,0.291375,0.364875,0.862,1.0035,1.02,0.973375,0.7625,0.577375,0.505625,0.513625,0.69475,0.839375,0.8955,0.904125,0.670875,0.593375,0.558,0.414,0.58475,0.930875,0.98475,0.546,0.592375,0.300875,0.443,0.8965,0.717625,1.0125,0.973875,0.95375,0.518125,0.61175,0.451375,0.7815,0.8835,0.9635,0.938375,0.79225,0.6845,0.53525,0.582,0.825125,0.93675,0.978625,0.41375,1.03575,0.6405,0.5885,0.840125,1.060875,1.107125,1.005625,0.75675,0.541,0.576625,0.636375,0.6975,0.790375,0.9395,0.882375,0.983625,0.824875,0.732875,0.6885,0.60575,0.672625,0.31975,1.011,0.753875,0.406625,0.348875,0.543625,1.02725,1.04425,0.9685,0.813875,0.581375,0.5525,0.616875,0.616875,0.831,0.89075,0.931875,0.882375,0.738625,0.794375,0.754,0.813125,0.858875,0.837375,0.939875,0.876875,0.229375,0.31275,0.899375,1.08075,1.073625,1.029625,0.838,0.649875,0.5265,0.6715,0.8025,0.865125,0.916375,0.876125,0.96025,0.78225,0.662125,0.7295,0.881125,0.96275,0.981625,0.552,0.6535,0.271625,0.383625,0.856625,1.037125,1.035375,0.957875,0.8505,0.664375,0.656375,0.679625,0.67175,0.821375,0.924125,0.92675,0.910375,0.77875,0.62,0.655625,0.817875,0.99725,0.842125,1.09675,0.011
89,0.5065,0.658,0.647,0.72225,0.8485,0.825625,0.772875,0.676625,0.655,0.841625,0.850125,0.259125,0.49425,0.112875,0.47525,0.979,1.02925,1.046375,0.994375,0.735125,0.533125,0.478875,0.64775,0.57975,0.825,0.76175,0.896125,0.720125,0.899125,0.65875,0.693,0.54775,0.917625,0.84425,0.3465,0.80925,0.587375,0.484,0.964,1.009875,1.035,0.97025,0.87225,0.555375,0.57375,0.589125,0.637125,0.657625,0.689625,0.8705,0.82625,0.817625,0.64975,0.62475,0.63075,0.879,0.717625,0.611125,0.9005,0.52575,0.30775,0.797625,0.915625,1.022625,0.989875,0.808625,0.544125,0.628375,0.577375,0.5995,0.585625,0.79225,0.87975,0.718875,0.71875,0.672875,0.513875,0.635625,0.855875,0.833375,0.56775,0.48325,0.490875,0.157,0.093875,0.788,1.04025,0.98125,0.7405,0.635,0.600375,0.3955,0.610125,0.7235,0.755125,0.851625,0.837625,0.82625,0.672,0.609875,0.766375,0.9015,0.9415,0.61175,0.497,0.600875,0.49525,0.833125,0.77025,1.026375,1.050125,0.854625,0.487875,0.566375,0.648375,0.648375,0.548125,0.78825,0.818625,1.001875,0.89725,0.826875,0.699625,0.58375,0.41375,0.982625,0.73875,0.7655,0.55725,0.4105,0.283375,1.110875,1.06425,0.98525,0.821875,0.54925,0.56725,0.650875,0.629125,0.69225,0.72525,0.8055,0.936375,0.86775,0.856875,0.758625,0.770125,0.8,0.790375,0.815,0.605875,0.545375,0.643875,0.485625,1.061625,1.114375,1.027875,0.916375,0.647125,0.575625,0.581,0.72575,0.779375,0.83125,0.784625,0.935875,0.855,0.787,0.76025,0.767375,0.837875,0.714625,1.06375,0.517875,0.611,0.239625,0.700625,1.003875,1.0225,0.97325,0.915,0.579875,0.596375,0.587875,0.489875,0.6855,0.80675,0.906,0.964375,0.864875,0.668125,0.6935,0.571625,0.96725,1.004375,0.96375,0.011125
90,0.577875,0.869375,0.9635,1.0225,0.812375,0.7515,0.321875,0.3835,0.69825,0.822875,1.10975,0.229625,0.63075,0.78625,0.772,0.860125,1.09175,1.070375,1.01325,0.6295,0.301375,0.5,0.655,0.8665,1.029625,1.058,1.026875,0.72775,0.660375,0.316375,0.382625,0.6865,0.984125,1.03025,0.49525,0.751125,0.8685,0.437,0.2725,1.05775,1.0725,0.962125,0.730125,0.28075,0.522,0.552875,0.77025,1.00975,1.019125,0.951,0.909375,0.592625,0.456375,0.515625,0.84825,1.034875,0.061625,0.913125,1.029,0.841875,0.281125,0.7695,1.032,1.062,0.953875,0.659625,0.46875,0.39475,0.458875,0.751,0.979875,1.016,0.949125,0.5945,0.491125,0.42775,0.323875,0.6345,0.810375,0.8185,1.02025,1.137375,0.39825,0.394375,0.687625,1.139125,1.059125,0.99525,0.567875,0.385125,0.44475,0.398875,0.8745,0.99675,1.02925,1.001875,0.78225,0.659875,0.3505,0.3855,0.795875,1.089875,1.04925,0.633,1.021,0.41975,0.334375,0.92525,0.855875,1.0145,1.043625,0.6425,0.3565,0.42525,0.6355,0.6355,0.813,1.017625,0.952125,1.02575,0.79425,0.646,0.527375,0.507625,0.474125,0.734125,1.08375,0.76,0.476875,0.34275,0.62375,0.975375,1.090375,1.024125,0.701375,0.352625,0.35125,0.59975,0.671,0.943125,1.047875,1.02825,0.963125,0.742875,0.727375,0.4555,0.45975,0.826875,0.87375,0.80825,0.658875,0.901,0.5455,0.698375,1.06925,1.123875,1.079,0.908125,0.530375,0.391,0.555375,0.847875,0.9155,1.0505,0.98725,1.016125,0.822,0.56825,0.571,0.75375,1.0225,0.84525,1.148375,0.3475,0.49025,0.45325,0.81925,1.135,1.089,0.96375,0.721,0.418625,0.563,0.592125,0.59375,0.92325,0.989,0.987875,0.96375,0.72075,0.449625,0.469,0.7645,1.063625,0.68125,1.1055,0.01125
