,2013_01_01_EVI,2013_01_17_EVI,2013_02_02_EVI,2013_02_18_EVI,2013_03_06_EVI,2013_03_22_EVI,2013_04_07_EVI,2013_04_23_EVI,2013_05_09_EVI,2013_05_25_EVI,2013_06_10_EVI,2013_06_26_EVI,2013_07_12_EVI,2013_07_28_EVI,2013_08_13_EVI,2013_08_29_EVI,2013_09_14_EVI,2013_09_30_EVI,2013_10_16_EVI,2013_11_01_EVI,2013_11_17_EVI,2013_12_03_EVI,2013_12_19_EVI,2014_01_01_EVI,2014_01_17_EVI,2014_02_02_EVI,2014_02_18_EVI,2014_03_06_EVI,2014_03_22_EVI,2014_04_07_EVI,2014_04_23_EVI,2014_05_09_EVI,2014_05_25_EVI,2014_06_10_EVI,2014_06_26_EVI,2014_07_12_EVI,2014_07_28_EVI,2014_08_13_EVI,2014_08_29_EVI,2014_09_14_EVI,2014_09_30_EVI,2014_10_16_EVI,2014_11_01_EVI,2014_11_17_EVI,2014_12_03_EVI,2014_12_19_EVI,2015_01_01_EVI,2015_01_17_EVI,2015_02_02_EVI,2015_02_18_EVI,2015_03_06_EVI,2015_03_22_EVI,2015_04_07_EVI,2015_04_23_EVI,2015_05_09_EVI,2015_05_25_EVI,2015_06_10_EVI,2015_06_26_EVI,2015_07_12_EVI,2015_07_28_EVI,2015_08_13_EVI,2015_08_29_EVI,2015_09_14_EVI,2015_09_30_EVI,2015_10_16_EVI,2015_11_01_EVI,2015_11_17_EVI,2015_12_03_EVI,2015_12_19_EVI,2016_01_01_EVI,2016_01_17_EVI,2016_02_02_EVI,2016_02_18_EVI,2016_03_05_EVI,2016_03_21_EVI,2016_04_06_EVI,2016_04_22_EVI,2016_05_08_EVI,2016_05_24_EVI,2016_06_09_EVI,2016_06_25_EVI,2016_07_11_EVI,2016_07_27_EVI,2016_08_12_EVI,2016_08_28_EVI,2016_09_13_EVI,2016_09_29_EVI,2016_10_15_EVI,2016_10_31_EVI,2016_11_16_EVI,2016_12_02_EVI,2016_12_18_EVI,2017_01_01_EVI,2017_01_17_EVI,2017_02_02_EVI,2017_02_18_EVI,2017_03_06_EVI,2017_03_22_EVI,2017_04_07_EVI,2017_04_23_EVI,2017_05_09_EVI,2017_05_25_EVI,2017_06_10_EVI,2017_06_26_EVI,2017_07_12_EVI,2017_07_28_EVI,2017_08_13_EVI,2017_08_29_EVI,2017_09_14_EVI,2017_09_30_EVI,2017_10_16_EVI,2017_11_01_EVI,2017_11_17_EVI,2017_12_03_EVI,2017_12_19_EVI,2018_01_01_EVI,2018_01_17_EVI,2018_02_02_EVI,2018_02_18_EVI,2018_03_06_EVI,2018_03_22_EVI,2018_04_07_EVI,2018_04_23_EVI,2018_05_09_EVI,2018_05_25_EVI,2018_06_10_EVI,2018_06_26_EVI,2018_07_12_EVI,2018_07_28_EVI,2018_08_13_EVI,2018_08_29_EVI,2018_09_14_EVI,2018_09_30_EVI,2018_10_16_EVI,2018_11_01_EVI,2018_11_17_EVI,2018_12_03_EVI,2018_12_19_EVI,2019_01_01_EVI,2019_01_17_EVI,2019_02_02_EVI,2019_02_18_EVI,2019_03_06_EVI,2019_03_22_EVI,2019_04_07_EVI,2019_04_23_EVI,2019_05_09_EVI,2019_05_25_EVI,2019_06_10_EVI,2019_06_26_EVI,2019_07_12_EVI,2019_07_28_EVI,2019_08_13_EVI,2019_08_29_EVI,2019_09_14_EVI,2019_09_30_EVI,2019_10_16_EVI,2019_11_01_EVI,2019_11_17_EVI,2019_12_03_EVI,2019_12_19_EVI,2020_01_01_EVI,2020_01_17_EVI,2020_02_02_EVI,2020_02_18_EVI,2020_03_05_EVI,2020_03_21_EVI,2020_04_06_EVI,2020_04_22_EVI,2020_05_08_EVI,2020_05_24_EVI,2020_06_09_EVI,2020_06_25_EVI,2020_07_11_EVI,2020_07_27_EVI,2020_08_12_EVI,2020_08_28_EVI,2020_09_13_EVI,2020_09_29_EVI,2020_10_15_EVI,2020_10_31_EVI,2020_11_16_EVI,2020_12_02_EVI,2020_12_18_EVI,system:index
83,0.32,0.3415,0.29875,0.27675,0.379,0.389875,0.449375,0.443375,0.544625,0.6805,0.632125,0.578,0.66325,0.216,0.461875,0.645375,0.539375,0.72125,0.668375,0.366625,0.351,0.32475,0.3435,0.338375,0.424,0.277625,0.380625,0.32575,0.36075,0.427625,0.496,0.586875,0.548375,0.4965,0.6915,0.46975,0.4425,0.31575,0.499875,0.554,0.56325,0.45275,0.455625,0.30175,0.35975,0.400375,0.37975,0.448125,0.2355,0.337625,0.3485,0.395375,0.44425,0.554125,0.479875,0.526,0.30825,0.461375,0.315875,0.25625,0.228625,0.440625,0.61525,0.625875,0.47075,0.59125,0.41375,0.273125,0.3765,0.357875,0.45675,0.34775,0.3265,0.358625,0.34275,0.413375,0.484375,0.584375,0.5085,0.515375,0.436,0.3795,0.465375,0.504,0.145375,0.498,0.64075,0.62,0.4945,0.485625,0.402,0.3095,0.36225,0.3965,0.38275,0.3365,0.4345,0.428625,0.390375,0.511375,0.570875,0.633625,0.445875,0.321125,0.4185,0.163375,0.1125,0.607125,0.5645,0.619375,0.644875,0.393,0.38475,0.366,0.339625,0.304125,0.27675,0.344375,0.37225,0.38075,0.45575,0.45175,0.475875,0.449375,0.402,0.53825,0.57775,0.345375,0.22725,0.375375,0.52525,0.703625,0.550375,0.512625,0.473875,0.413,0.250625,0.376875,0.376875,0.333125,0.42625,0.255875,0.405375,0.388125,0.519625,0.537375,0.593125,0.5465,0.57425,0.56575,0.36925,0.232875,0.653,0.49475,0.73275,0.63625,0.492,0.527375,0.373625,0.328625,0.33675,0.353375,0.4145,0.44,0.451125,0.30225,0.44875,0.43675,0.464625,0.503875,0.40425,0.5395,0.22775,0.220875,0.305875,0.462125,0.54275,0.598125,0.8405,0.5175,0.420625,0.33775,0.3375,0.34975,0.010375
84,0.324125,0.393625,0.33975,0.381,0.318125,0.3865,0.243125,0.3055,0.5865,0.56975,0.72725,0.615375,0.696125,0.5555,0.496,0.59375,0.528375,0.509,0.6715,0.51575,0.32025,0.3525,0.311875,0.347,0.375875,0.3685,0.400125,0.264875,0.298375,0.4015,0.47825,0.3865,0.561,0.531375,0.559375,0.822125,0.4425,0.3645,0.568875,0.5645,0.57425,0.509,0.475375,0.3485,0.366,0.42725,0.377625,0.448125,0.411375,0.34225,0.298875,0.394875,0.27475,0.482375,0.543375,0.53025,0.300875,0.461375,0.315875,0.4055,0.266375,0.50025,0.61525,0.65475,0.58025,0.61125,0.34925,0.338625,0.361,0.335625,0.4575,0.38775,0.356875,0.33275,0.244875,0.3175,0.42925,0.58775,0.504875,0.776,0.436,0.780375,0.259625,0.457,0.3155,0.498,0.64075,0.636375,0.4945,0.485625,0.404375,0.320375,0.394875,0.38125,0.380875,0.338,0.401375,0.39325,0.241875,0.5195,0.533,0.626875,0.549375,0.56875,0.52,0.222,0.43725,0.579375,0.59775,0.66325,0.68525,0.4715,0.37425,0.34925,0.331125,0.331125,0.374875,0.474125,0.410125,0.391375,0.381875,0.402,0.47775,0.496375,0.613125,0.5225,0.729875,0.622875,0.2725,0.386375,0.58175,0.67775,0.625375,0.53275,0.4845,0.423,0.3895,0.4105,0.421125,0.441,0.42625,0.40425,0.425375,0.355625,0.453375,0.6285,0.60175,0.56725,0.5985,0.64825,0.229875,0.169,0.63225,0.3915,0.700375,0.635875,0.492,0.481125,0.41925,0.34675,0.361125,0.419125,0.46125,0.46675,0.437,0.391625,0.380625,0.443,0.464625,0.487125,0.413375,0.33775,0.46775,0.483375,0.274375,0.422125,0.442,0.587375,0.39725,0.512375,0.46425,0.340375,0.341625,0.411375,0.0105
85,0.21875,0.38625,0.4265,0.407,0.468375,0.42325,0.440875,0.487375,0.490625,0.53975,0.599375,0.317875,0.546125,0.365875,0.30525,0.32475,0.58875,0.696625,0.6475,0.432,0.289,0.24225,0.355875,0.331125,0.414625,0.41875,0.459,0.368375,0.39825,0.34925,0.383,0.47275,0.624625,0.668375,0.5195,0.615125,0.556875,0.359875,0.611875,0.7045,0.68425,0.56175,0.51175,0.3225,0.260875,0.229375,0.35675,0.460625,0.467375,0.3915,0.419625,0.334125,0.415875,0.396625,0.439125,0.791875,0.358,0.664625,0.63775,0.17225,0.18575,0.4325,0.67225,0.663125,0.561,0.421625,0.270875,0.2525,0.301875,0.34425,0.424,0.43575,0.432375,0.367875,0.322125,0.401875,0.29975,0.5375,0.620375,0.603375,0.789,0.438875,0.263,0.412375,0.453625,0.335,0.75225,0.5595,0.4315,0.2795,0.358625,0.25875,0.334375,0.4465,0.421125,0.3925,0.367,0.406625,0.397125,0.44275,0.56325,0.69875,0.815125,0.422875,0.43425,0.485375,0.21225,0.474,0.408,0.669625,0.502625,0.5035,0.375125,0.221375,0.28575,0.296875,0.35975,0.524125,0.463875,0.61675,0.486375,0.518875,0.436,0.337375,0.219875,0.3735,0.602375,0.59475,0.3825,0.226625,0.342625,0.68775,0.665125,0.678625,0.552,0.30975,0.235125,0.36,0.274375,0.439,0.482625,0.521875,0.66175,0.526625,0.557125,0.4985,0.3415,0.471,0.592,0.7465,0.54675,0.394875,0.330625,0.3035,0.696,0.698875,0.679,0.519,0.259625,0.28925,0.327375,0.411375,0.475625,0.525125,0.499,0.528125,0.493625,0.448875,0.418125,0.507375,0.596375,0.554875,0.77975,0.2575,0.194875,0.168125,0.506125,0.6595,0.753,0.6185,0.574125,0.226875,0.28425,0.30825,0.010625
86,0.339375,0.4505,0.563125,0.53,0.47175,0.386875,0.323625,0.342875,0.496125,0.749875,0.77275,0.2685,0.432625,0.271125,0.2905,0.42875,0.691375,0.626875,0.6575,0.383875,0.2505,0.2925,0.394125,0.469,0.6715,0.6505,0.602875,0.388625,0.375375,0.335375,0.380125,0.512125,0.678625,0.580625,0.53,0.52225,0.1755,0.32525,0.706625,0.685125,0.693125,0.616375,0.5585,0.29375,0.268,0.3995,0.398875,0.572125,0.61,0.488125,0.55025,0.3585,0.423625,0.40075,0.416,0.731875,0.77925,0.6005,0.788125,0.69325,0.346375,0.479375,0.684625,0.6425,0.564125,0.481875,0.349625,0.331625,0.336875,0.411,0.553375,0.573375,0.551625,0.395375,0.356375,0.401,0.345,0.545,0.671625,0.243375,0.787625,0.410375,0.276375,0.200375,0.26125,0.72525,0.714625,0.672625,0.394625,0.335625,0.332125,0.324625,0.4855,0.5695,0.51575,0.4315,0.411,0.401125,0.319,0.402375,0.589375,0.71875,0.819625,0.52975,0.3635,0.3665,0.461625,0.561375,0.54725,0.453125,0.699875,0.4955,0.289,0.354125,0.359625,0.468375,0.484125,0.636,0.52875,0.598375,0.406625,0.440875,0.437,0.40225,0.5365,0.47375,0.350125,0.59975,0.448125,0.471625,0.40475,0.672875,0.658,0.64375,0.4615,0.312625,0.31325,0.458125,0.50125,0.62625,0.516375,0.51625,0.457625,0.35025,0.473125,0.377125,0.389875,0.544625,0.626875,0.565625,0.783625,0.371125,0.492375,0.675125,0.6365,0.710625,0.704375,0.482,0.3535,0.34825,0.426,0.526,0.61475,0.687875,0.51225,0.492125,0.455,0.397875,0.409875,0.56575,0.668375,0.744875,0.423625,0.515125,0.344875,0.19675,0.5315,0.61475,0.24675,0.60325,0.476625,0.368875,0.35725,0.385,0.01075
87,0.22975,0.268375,0.439,0.446875,0.63,0.5895,0.60525,0.491375,0.312625,0.3985,0.63075,0.441875,0.2455,0.2675,0.43675,0.097375,0.803875,0.65875,0.655875,0.349125,0.19975,0.2295,0.287,0.3785,0.417,0.1375,0.364125,0.541,0.654375,0.47,0.473,0.269,0.547625,0.534125,0.446375,0.563875,0.276,0.246625,0.619,0.722,0.66625,0.58875,0.532375,0.25125,0.326,0.318875,0.306125,0.387375,0.324375,0.46175,0.590125,0.59175,0.581875,0.363875,0.353375,0.3905,0.54575,0.210375,0.6675,0.390375,0.21875,0.392375,0.761875,0.6535,0.646125,0.450625,0.3615,0.267375,0.33125,0.350875,0.424875,0.36675,0.576375,0.472625,0.514625,0.39975,0.348,0.331375,0.340875,0.764125,0.659125,0.2935,0.26575,0.188625,0.458375,0.994,0.851875,0.71125,0.340875,0.266125,0.279625,0.24225,0.334125,0.379,0.271125,0.431625,0.546625,0.654625,0.560875,0.38625,0.33625,0.510375,0.627375,0.440875,0.490125,0.4095,0.1925,0.7145,0.817875,0.741375,0.67975,0.4065,0.266,0.294,0.33425,0.33425,0.364625,0.74225,0.4635,0.546875,0.622875,0.574125,0.511125,0.334875,0.39075,0.616,0.681125,0.312875,0.178625,0.41575,0.121875,0.9115,0.714875,0.599125,0.432375,0.206875,0.2125,0.275625,0.275625,0.364625,0.411625,0.451875,0.617125,0.619625,0.686,0.45175,0.38775,0.41375,0.44375,0.467375,0.6045,0.1465,0.21775,0.300875,0.8475,0.766125,0.7585,0.362375,0.240625,0.187875,0.26725,0.3605,0.414875,0.536125,0.2835,0.55825,0.677875,0.448,0.415875,0.49875,0.58,0.4045,0.385,0.34875,0.23,0.44625,0.5005,0.79675,0.786,0.521,0.375125,0.235375,0.322625,0.33675,0.010875
88,0.273,0.40375,0.465375,0.558625,0.538,0.473375,0.296125,0.287375,0.406125,0.660125,0.99025,0.392875,0.56825,0.457875,0.398125,0.1915,0.333125,0.667375,0.6195,0.354625,0.19725,0.274375,0.30025,0.338,0.60625,0.57025,0.593,0.474375,0.43125,0.258875,0.255125,0.434875,0.658125,0.606875,0.599375,0.764625,0.482625,0.241375,0.617125,0.64075,0.606375,0.60375,0.545125,0.226375,0.234125,0.23575,0.342125,0.464125,0.507875,0.603875,0.585375,0.430625,0.377875,0.29125,0.3605,0.79875,0.4315,0.5085,0.67275,0.248375,0.187,0.4825,0.730875,0.628625,0.635375,0.469875,0.35325,0.243625,0.249375,0.389625,0.4935,0.553875,0.56,0.39325,0.333375,0.314,0.259375,0.42125,0.663,0.829625,0.497375,0.37025,0.299,0.259875,0.495125,0.5555,0.753125,0.641875,0.63175,0.2945,0.321375,0.22,0.45025,0.592625,0.641875,0.606875,0.470375,0.449875,0.2985,0.368625,0.517875,0.755,0.831375,0.39925,0.671375,0.48175,0.445875,0.601,0.702125,0.834125,0.68925,0.482875,0.255,0.296,0.319625,0.374625,0.45175,0.686125,0.5755,0.687625,0.4965,0.456875,0.4615,0.35575,0.443125,0.268375,0.81,0.584625,0.30125,0.24675,0.380625,0.713625,0.708875,0.643375,0.517,0.307125,0.265,0.301375,0.301375,0.496625,0.526875,0.59525,0.505,0.440375,0.52325,0.428125,0.5705,0.534875,0.632,0.77125,0.697875,0.19425,0.235875,0.518875,0.756125,0.742125,0.73025,0.51625,0.3335,0.232,0.344,0.4315,0.507125,0.5615,0.541625,0.635875,0.500125,0.449,0.39825,0.596875,0.709625,0.78675,0.4385,0.393,0.204,0.26225,0.468125,0.648375,0.730125,0.644,0.5655,0.35375,0.357375,0.3745,0.011
89,0.279875,0.33425,0.325125,0.352625,0.5275,0.492625,0.5265,0.484375,0.42925,0.52375,0.66925,0.254,0.3975,0.154625,0.3125,0.449625,0.63475,0.630375,0.58375,0.41825,0.24575,0.2415,0.34575,0.29675,0.5215,0.413375,0.52525,0.413875,0.603375,0.381125,0.478375,0.3445,0.63475,0.557875,0.374125,0.493,0.353625,0.296,0.53575,0.66,0.64725,0.579,0.5205,0.31625,0.2585,0.29625,0.33075,0.326125,0.348875,0.45725,0.451875,0.47475,0.385625,0.400875,0.3445,0.632,0.602125,0.6525,0.485625,0.309125,0.22575,0.397125,0.587875,0.622,0.6745,0.4545,0.277,0.317,0.2935,0.28675,0.282,0.42075,0.493,0.453125,0.412375,0.417,0.304875,0.44525,0.53125,0.59875,0.515875,0.322375,0.37075,0.1755,0.131375,0.473125,0.751875,0.611125,0.428375,0.358625,0.32,0.178375,0.271625,0.394625,0.377375,0.45125,0.532625,0.53125,0.391375,0.40225,0.461125,0.581,0.755375,0.544375,0.446875,0.441375,0.247625,0.429875,0.526,0.649125,0.649,0.540125,0.222875,0.2765,0.30075,0.30075,0.255,0.466125,0.468625,0.66225,0.587125,0.5275,0.476125,0.33075,0.3235,0.690375,0.656125,0.570875,0.378125,0.25125,0.198375,0.746125,0.7295,0.609375,0.502625,0.296375,0.27525,0.2695,0.303125,0.349625,0.353625,0.430375,0.652875,0.5375,0.5875,0.498125,0.480875,0.473625,0.55675,0.799125,0.440125,0.330125,0.377875,0.272875,0.6885,0.8155,0.72,0.566,0.32375,0.24225,0.259625,0.3675,0.41525,0.4735,0.416875,0.52925,0.54075,0.525125,0.419125,0.43975,0.494875,0.514875,0.77975,0.290625,0.2675,0.145625,0.32525,0.57225,0.680125,0.621,0.589125,0.2745,0.291875,0.293,0.011125
90,0.31475,0.531875,0.660375,0.723125,0.556125,0.4825,0.160375,0.244,0.40725,0.676875,1.125625,0.26,0.525875,0.65875,0.32975,0.53775,0.766125,0.738375,0.713375,0.369125,0.116125,0.233625,0.325,0.577125,0.824625,0.823,0.72625,0.4475,0.400875,0.157625,0.19825,0.47425,0.752,0.8565,0.46475,0.71275,0.551125,0.279125,0.305,0.728375,0.72575,0.641875,0.465125,0.122875,0.210875,0.271,0.470125,0.705625,0.73975,0.6165,0.58775,0.329875,0.259375,0.29225,0.614,0.941,0.089375,0.99375,0.752875,0.576,0.242625,0.400875,0.77625,0.69875,0.591625,0.38225,0.23875,0.16125,0.2185,0.4195,0.659125,0.7085,0.618625,0.345625,0.25575,0.227625,0.1715,0.443875,0.518125,0.766625,1.0415,0.80875,0.245375,0.23575,0.37,0.906375,0.8485,0.69325,0.337125,0.178,0.198125,0.173625,0.5255,0.7135,0.7455,0.70875,0.4595,0.434375,0.17525,0.233,0.4615,0.971375,0.967375,0.51725,0.701,0.300375,0.229375,0.507125,0.62,0.679125,0.797125,0.40525,0.139,0.191375,0.30975,0.30975,0.48025,0.88075,0.683,0.780625,0.46075,0.375625,0.3,0.277375,0.292125,0.583125,0.947,0.4435,0.35075,0.2185,0.380875,0.598375,0.795625,0.699875,0.434625,0.149625,0.149375,0.276625,0.32775,0.63475,0.748875,0.7615,0.63075,0.451125,0.46575,0.207375,0.273,0.522,0.644875,0.76,0.55375,0.53575,0.293125,0.39725,0.707375,0.858375,0.788,0.608625,0.248875,0.155125,0.233,0.452875,0.595375,0.7545,0.690625,0.6865,0.50825,0.382375,0.288375,0.439125,0.79775,0.719875,1.025375,0.27125,0.304625,0.2435,0.477875,0.8075,0.824125,0.692125,0.470875,0.17,0.256875,0.2735,0.01125
91,0.243625,0.4265,0.43275,0.525625,0.531,0.447875,0.45975,0.3595,0.39475,0.538125,0.442125,0.54425,0.58975,0.475125,0.393,0.345375,1.135875,0.55775,0.66525,0.497875,0.340375,0.295375,0.34875,0.3175,0.496,0.565,0.580375,0.516375,0.48575,0.351125,0.318375,0.378,0.521625,0.512,0.2655,0.465125,0.47575,0.454875,0.627625,0.638125,0.6125,0.592375,0.568375,0.35025,0.315,0.339875,0.321875,0.46025,0.464875,0.63525,0.581375,0.447625,0.423,0.4455,0.409125,0.59375,0.5565,0.676,0.359375,0.409375,0.154875,0.5645,0.719375,0.790625,0.636125,0.512125,0.41925,0.300875,0.299375,0.35125,0.49475,0.561125,0.605125,0.452625,0.4015,0.4265,0.423875,0.51175,0.4475,0.749375,0.7675,0.41925,0.240875,0.37275,0.38725,0.397375,0.7365,0.617625,0.622,0.29725,0.368625,0.2675,0.452,0.54225,0.561625,0.53425,0.495625,0.491,0.4245,0.44425,0.52325,0.615,0.685625,0.794875,0.44075,0.385875,0.39825,0.633875,0.324625,0.630375,0.639,0.538875,0.3335,0.273125,0.368,0.35425,0.3455,0.68275,0.53225,0.54425,0.51025,0.501,0.504125,0.29825,0.43725,0.352,0.490875,0.475625,0.392125,0.423375,0.489625,0.818875,0.61025,0.664,0.499375,0.332,0.29125,0.322875,0.372125,0.491625,0.545625,0.36875,0.34675,0.410625,0.447,0.552,0.57125,0.633,0.64525,0.643125,0.633625,0.377875,0.25825,0.270625,0.461875,0.657875,0.6665,0.705875,0.33225,0.329375,0.316375,0.38125,0.4355,0.531875,0.506625,0.531125,0.50125,0.469,0.41275,0.47175,0.57825,0.490125,0.390875,0.491875,0.34975,0.247875,0.782625,0.6975,0.64825,0.569,0.54325,0.39275,0.30125,0.294125,0.011375
92,0.334875,0.364375,0.338625,0.325,0.36375,0.346,0.36775,0.37075,0.55175,0.479,0.508625,0.586625,0.566625,0.5525,0.157125,0.11975,0.534,0.423125,0.51975,0.31825,0.308125,0.32175,0.33625,0.3655,0.39575,0.315625,0.346875,0.345875,0.360125,0.431,0.43025,0.484125,0.657375,0.545625,0.5635,0.40225,0.494875,0.5145,0.456375,0.442,0.530375,0.413375,0.322625,0.295375,0.297,0.371875,0.367375,0.44,0.3395,0.345,0.3845,0.32925,0.408,0.52925,0.5265,0.61475,0.653125,0.242375,0.294,0.471875,0.1745,0.39325,0.504125,0.452,0.38525,0.408875,0.32525,0.284625,0.32225,0.323375,0.347,0.3035,0.316125,0.331625,0.36725,0.3355,0.412125,0.423875,0.517375,0.337875,0.579875,0.5775,0.15475,0.435,0.52925,0.4175,0.500875,0.427625,0.368875,0.292875,0.350375,0.28925,0.39425,0.380375,0.311,0.27275,0.377,0.45175,0.397375,0.50375,0.6095,0.6265,0.32425,0.3075,0.331125,0.629125,0.271875,0.45375,0.394125,0.2505,0.52575,0.357875,0.305,0.3465,0.344125,0.34325,0.285625,0.44425,0.35275,0.339375,0.388375,0.48275,0.512875,0.3,0.62475,0.58325,0.576,0.361625,0.244375,0.121125,0.387125,0.46875,0.53225,0.39475,0.408625,0.384875,0.348875,0.358375,0.3585,0.413,0.353625,0.33375,0.442,0.38225,0.4845,0.567125,0.59075,0.695625,0.58925,0.6,0.29175,0.48975,0.62025,0.3235,0.452625,0.512875,0.41025,0.427375,0.425,0.413625,0.37075,0.40075,0.39275,0.437625,0.350125,0.33175,0.4725,0.47,0.59225,0.561375,0.688,0.375875,0.893625,0.31,0.1345,0.372125,0.119875,0.516625,0.360375,0.383875,0.397875,0.38925,0.36775,0.382375,0.0115
93,0.30025,0.347,0.427875,0.35225,0.284375,0.249625,0.45775,0.583125,0.587125,0.659,0.646875,0.883125,0.6985,0.252,0.062,0.356125,0.32425,0.297125,0.28925,0.191875,0.155625,0.221125,0.274,0.285625,0.35225,0.213125,0.25425,0.351125,0.590125,0.251,0.517,0.493,0.549125,0.657125,0.7,0.35,0.506625,0.63825,0.542375,0.213625,0.315,0.1875,0.188625,0.191375,0.22775,0.32875,0.37325,0.379,0.28675,0.332625,0.3535,0.330625,0.30925,0.467625,0.5495,0.367875,0.5315,0.284375,0.269375,0.302,0.111625,0.136,0.250625,0.3405,0.244875,0.2625,0.248625,0.233125,0.29875,0.328,0.342375,0.22875,0.2805,0.447875,0.423,0.348875,0.434125,0.627875,0.632875,0.714625,0.604875,0.298375,0.226125,0.48525,0.277875,0.241,0.415125,0.46625,0.169375,0.129625,0.14925,0.217375,0.232375,0.260375,0.3075,0.306125,0.247125,0.228875,0.14425,0.36675,0.61575,0.739875,0.217625,0.237125,0.461375,0.352875,0.17025,0.420625,0.352875,0.48,0.336,0.216625,0.167875,0.208375,0.211,0.2675,0.184625,0.4115,0.307125,0.262125,0.325125,0.32075,0.376625,0.3235,0.27925,0.58325,0.628375,0.237375,0.167,0.0495,0.402875,0.2565,0.4685,0.35025,0.233,0.196875,0.14975,0.20425,0.20425,0.32225,0.352875,0.358625,0.316875,0.3025,0.29425,0.52925,0.656375,0.92475,0.72925,0.6935,0.695875,0.2895,0.164,0.240625,0.406,0.538625,0.35075,0.365375,0.263375,0.30375,0.27725,0.29225,0.285625,0.244,0.34025,0.392125,0.2735,0.244,0.44425,0.720625,0.75625,0.657375,0.72075,0.25925,0.110375,0.18075,0.28175,0.40575,0.493125,0.32025,0.28225,0.37775,0.2505,0.17825,0.011625
94,0.32675,0.447625,0.464875,0.35775,0.24175,0.271625,0.33525,0.308375,0.541875,0.528625,0.634,0.736375,0.5935,0.5995,0.195875,0.40675,0.62725,0.499375,0.558,0.340125,0.2415,0.2955,0.299625,0.348,0.465625,0.421875,0.33775,0.270375,0.24725,0.32425,0.4225,0.577375,0.690375,0.56325,0.36475,0.29,0.19825,0.25725,0.432625,0.563625,0.48725,0.443,0.396875,0.23025,0.263,0.314875,0.418375,0.50375,0.43775,0.339375,0.267625,0.22125,0.341875,0.4595,0.562625,0.658125,0.558875,0.349375,0.450875,0.2015,0.23575,0.46325,0.589875,0.5865,0.43875,0.451625,0.228625,0.24325,0.322,0.3315,0.45,0.393625,0.273375,0.258,0.24525,0.337,0.3905,0.5465,0.563375,0.5935,0.68625,0.27325,0.1565,0.459,0.34275,0.445375,0.63025,0.578375,0.5655,0.304625,0.32025,0.280125,0.394625,0.39725,0.42275,0.320125,0.300875,0.340375,0.301875,0.4815,0.593875,0.659125,0.70175,0.6545,0.59875,0.411,0.254625,0.43275,0.521875,0.526375,0.616125,0.414125,0.3215,0.286625,0.316375,0.358625,0.370375,0.52875,0.35575,0.304875,0.275375,0.306,0.408,0.291625,0.623375,0.653875,0.549125,0.432625,0.332,0.103875,0.424375,0.7245,0.58175,0.515125,0.40125,0.206,0.286875,0.334625,0.365,0.495125,0.45,0.38925,0.279625,0.276625,0.298,0.49225,0.583875,0.7045,0.6295,0.716375,0.653625,0.5105,0.292,0.358,0.518375,0.622,0.5425,0.45175,0.391,0.384125,0.3285,0.391875,0.43475,0.474375,0.4025,0.366625,0.346125,0.335,0.37725,0.505875,0.615125,0.481875,0.732625,0.384625,0.25325,0.419875,0.485125,0.604625,0.34025,0.478,0.433375,0.29725,0.29175,0.333625,0.01175
95,0.352625,0.4905,0.49575,0.46525,0.23875,0.1905,0.20525,0.236,0.5385,0.64475,0.634,0.820625,0.816625,0.710125,0.058,0.40675,0.548625,0.499375,0.539875,0.336375,0.244875,0.192625,0.2345,0.296625,0.477125,0.457375,0.373625,0.195,0.24725,0.2935,0.36125,0.514625,0.6445,0.692125,0.423125,0.20775,0.190625,0.251,0.274375,0.61375,0.576125,0.512,0.285625,0.23025,0.1945,0.275,0.479875,0.5155,0.5205,0.34525,0.186375,0.198625,0.236125,0.4595,0.562625,0.806125,0.733625,0.180375,0.432125,0.22425,0.33825,0.461125,0.548625,0.5865,0.4785,0.451625,0.182125,0.212875,0.303875,0.35425,0.51675,0.45425,0.2765,0.28,0.26925,0.337,0.272875,0.523375,0.60025,0.769125,0.775375,0.294125,0.1565,0.472375,0.253375,0.584,0.7005,0.6735,0.40775,0.17375,0.3075,0.2265,0.41075,0.471625,0.442375,0.3255,0.304125,0.17175,0.2965,0.38925,0.617375,0.669625,0.891875,0.82,0.58925,0.37325,0.190125,0.445625,0.38375,0.560875,0.641875,0.36225,0.125125,0.293625,0.288875,0.323875,0.335,0.568875,0.35075,0.289625,0.2905,0.314125,0.40725,0.29525,0.6895,0.621875,0.549125,0.409875,0.313125,0.10625,0.44025,0.80375,0.612875,0.516625,0.385375,0.178875,0.17125,0.300875,0.404375,0.517625,0.45,0.428,0.297375,0.284,0.288875,0.522625,0.63925,0.7045,0.75775,0.747375,0.675875,0.286,0.242875,0.300125,0.642375,0.643125,0.611375,0.429,0.286,0.38175,0.307125,0.4405,0.415125,0.568,0.4665,0.366625,0.20125,0.34425,0.39975,0.505875,0.681625,0.446625,0.400375,0.26825,0.1835,0.3345,0.596125,0.639625,0.227625,0.459125,0.336625,0.285125,0.259,0.2895,0.011875
